Player,Tm,FantPos,Age,G,GS,Cmp,QBAtt,QBYds,QBY/A,QBTD,Int,RBAtt,RBYds,Y/A,RBTD,Tgt,Rec,WRYds,Y/R,WRTD,Fmb,FL,TOTTD,2PM,2PP,FantPt,PPRPt,DKPt,FDPt,VBD,PosRank,QBTD/G,Cmp/G,QBAtt/G,QBYds/G,Int/G,RBAtt/G,RBYds/G,Rec/G,WRYds/G,WRTD/G,Fmb/G,TOTTD/G,2PM/G,FantPt/G,PPR/G,QBPt/G,RBPt/G,WRPt/G,WRPPRPt/G,QB,RB,WR,TE,3Cat,6Cat
JohnCh04,TEN,RB,24,16,16,0,1,0,0.0,0,0,358,2006,5.6,14,71.0,50,503,10.06,2,3,3.0,16,1.0,0.0,343.0,392.9,401.9,367.9,197.0,1,0.0,0.0,0.06,0.0,0.0,22.38,125.38,3.12,31.44,0.12,0.19,1.0,0.06,21.44,24.56,0.0,17.41,3.89,7.02,0,1,0,0,2,4
PeteAd01,MIN,RB,24,16,15,0,0,0,0.0,0,0,314,1383,4.4,18,57.0,43,436,10.14,0,7,6.0,18,0.0,0.0,278.0,320.9,332.9,299.4,132.0,2,0.0,0.0,0.0,0.0,0.0,19.62,86.44,2.69,27.25,0.0,0.44,1.12,0.0,17.38,20.06,0.0,14.64,2.72,5.41,0,1,0,0,2,3
DrewMa00,JAX,RB,24,16,16,0,0,0,0.0,0,0,312,1391,4.46,15,71.0,53,374,7.06,1,2,1.0,16,0.0,0.0,271.0,323.5,330.5,297.0,125.0,3,0.0,0.0,0.0,0.0,0.0,19.5,86.94,3.31,23.38,0.06,0.12,1.0,0.0,16.94,20.22,0.0,14.19,2.71,6.02,0,1,0,0,2,3
RodgAa00,GNB,QB,26,16,16,350,541,4434,8.2,30,7,58,316,5.45,5,0.0,0,0,0.0,0,10,4.0,5,0.0,3.0,343.0,343.0,360.0,350.0,115.0,1,1.88,21.88,33.81,277.12,0.44,3.62,19.75,0.0,0.0,0.0,0.62,0.31,0.0,21.44,21.44,17.71,3.35,0.0,0.0,1,0,0,0,2,4
JohnAn02,HOU,WR,28,16,16,0,0,0,0.0,0,0,2,10,5.0,0,171.0,101,1569,15.53,9,1,0.0,9,1.0,0.0,214.0,314.9,317.9,264.4,104.0,1,0.0,0.0,0.0,0.0,0.0,0.12,0.62,6.31,98.06,0.56,0.06,0.56,0.06,13.38,19.68,0.0,0.06,13.18,19.49,0,0,1,0,2,3
RiceRa00,BAL,RB,22,16,15,0,1,0,0.0,0,0,254,1339,5.27,7,101.0,78,702,9.0,1,3,2.0,8,0.0,0.0,248.0,326.1,334.1,287.1,102.0,4,0.0,0.0,0.06,0.0,0.0,15.88,83.69,4.88,43.88,0.06,0.19,0.5,0.0,15.5,20.38,0.0,10.74,4.76,9.64,0,1,0,0,2,3
MossRa00,NWE,WR,32,16,16,0,0,0,0.0,0,0,0,0,0.0,0,137.0,83,1264,15.23,13,2,1.0,13,1.0,0.0,204.0,287.4,291.4,245.9,95.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,79.0,0.81,0.12,0.81,0.06,12.75,17.96,0.0,-0.12,12.78,17.96,0,0,1,0,2,3
JackDe00,PHI,WR,23,15,15,0,0,0,0.0,0,0,11,137,12.45,1,117.0,62,1156,18.65,9,3,1.0,12,0.0,0.0,199.0,261.3,268.3,230.3,90.0,3,0.0,0.0,0.0,0.0,0.0,0.73,9.13,4.13,77.07,0.6,0.2,0.8,0.0,13.27,17.42,0.0,1.18,11.31,15.44,0,0,1,0,2,2
AustMi00,DAL,WR,25,16,9,0,0,0,0.0,0,0,2,-2,-1.0,0,124.0,81,1320,16.3,11,1,0.0,11,0.0,0.0,198.0,278.8,281.8,238.3,88.0,4,0.0,0.0,0.0,0.0,0.0,0.12,-0.12,5.06,82.5,0.69,0.06,0.69,0.0,12.38,17.42,0.0,-0.01,12.38,17.44,0,0,1,0,2,2
JoneTh00,NYJ,RB,31,16,16,0,0,0,0.0,0,0,331,1402,4.24,14,18.0,10,58,5.8,0,2,0.0,14,0.0,0.0,230.0,240.0,243.0,235.0,84.0,5,0.0,0.0,0.0,0.0,0.0,20.69,87.62,0.62,3.62,0.0,0.12,0.88,0.0,14.38,15.0,0.0,14.01,0.36,0.99,0,1,0,0,2,3
GoreFr00,SFO,RB,26,14,14,0,0,0,0.0,0,0,229,1120,4.89,10,75.0,52,406,7.81,3,4,2.0,13,0.0,0.0,227.0,278.6,286.6,252.6,81.0,6,0.0,0.0,0.0,0.0,0.0,16.36,80.0,3.71,29.0,0.21,0.29,0.93,0.0,16.21,19.9,0.0,12.0,4.19,7.9,0,1,0,0,2,3
FitzLa00,ARI,WR,26,16,16,0,0,0,0.0,0,0,0,0,0.0,0,153.0,97,1092,11.26,13,0,0.0,13,0.0,0.0,187.0,284.2,287.2,235.7,78.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,68.25,0.81,0.0,0.81,0.0,11.69,17.76,0.0,0.0,11.7,17.76,0,0,1,0,2,2
DaviVe00,SFO,TE,25,16,16,0,0,0,0.0,0,0,0,0,0.0,0,128.0,78,965,12.37,13,0,0.0,13,0.0,0.0,175.0,252.5,255.5,213.5,76.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,60.31,0.81,0.0,0.81,0.0,10.94,15.78,0.0,0.0,10.91,15.78,0,0,0,1,2,2
WaynRe00,IND,WR,31,16,16,0,1,0,0.0,0,1,0,0,0.0,0,149.0,100,1264,12.64,10,0,0.0,10,0.0,0.0,184.0,284.4,288.4,235.4,75.0,6,0.0,0.0,0.06,0.0,0.06,0.0,0.0,6.25,79.0,0.62,0.0,0.62,0.0,11.5,17.77,-0.12,0.0,11.65,17.9,0,0,1,0,2,2
ClarDa00,IND,TE,30,16,16,0,0,0,0.0,0,0,2,11,5.5,0,133.0,100,1106,11.06,10,1,0.0,10,0.0,0.0,172.0,271.7,274.7,221.7,73.0,2,0.0,0.0,0.0,0.0,0.0,0.12,0.69,6.25,69.12,0.62,0.06,0.62,0.0,10.75,16.98,0.0,0.07,10.66,16.91,0,0,0,1,2,2
WhitRo00,ATL,WR,28,16,16,0,0,0,0.0,0,0,1,2,2.0,0,165.0,85,1153,13.56,11,1,0.0,11,0.0,0.0,182.0,266.5,269.5,224.0,72.0,7,0.0,0.0,0.0,0.0,0.0,0.06,0.12,5.31,72.06,0.69,0.06,0.69,0.0,11.38,16.66,0.0,0.01,11.33,16.64,0,0,1,0,2,2
RiceSi01,MIN,WR,23,16,14,0,1,0,0.0,0,0,0,0,0.0,0,121.0,83,1312,15.81,8,1,1.0,8,0.0,0.0,177.0,260.2,264.2,218.7,68.0,8,0.0,0.0,0.06,0.0,0.0,0.0,0.0,5.19,82.0,0.5,0.06,0.5,0.0,11.06,16.26,0.0,-0.12,11.2,16.39,0,0,1,0,2,2
WillRi00,MIA,RB,32,16,7,0,1,0,0.0,0,1,241,1121,4.65,11,53.0,35,264,7.54,2,5,2.0,13,1.0,0.0,213.0,247.5,256.5,231.0,67.0,7,0.0,0.0,0.06,0.0,0.06,15.06,70.06,2.19,16.5,0.12,0.31,0.81,0.06,13.31,15.47,-0.12,10.88,2.4,4.59,0,1,0,0,2,3
