Player,Tm,FantPos,Age,G,GS,Cmp,QBAtt,QBYds,QBY/A,QBTD,Int,RBAtt,RBYds,Y/A,RBTD,Tgt,Rec,WRYds,Y/R,WRTD,Fmb,FL,TOTTD,2PM,2PP,FantPt,PPRPt,DKPt,FDPt,VBD,PosRank,QBTD/G,Cmp/G,QBAtt/G,QBYds/G,Int/G,RBAtt/G,RBYds/G,Rec/G,WRYds/G,WRTD/G,Fmb/G,TOTTD/G,2PM/G,FantPt/G,PPR/G,QBPt/G,RBPt/G,WRPt/G,WRPPRPt/G,QB,RB,WR,TE,3Cat,6Cat
CharJa00,KAN,RB,27,15,15,0,0,0,0.0,0,0,259,1287,4.97,12,104.0,70,693,9.9,7,4,2.0,19,0.0,0.0,308.0,378.0,386.0,343.0,182.0,1,0.0,0.0,0.0,0.0,0.0,17.27,85.8,4.67,46.2,0.47,0.27,1.27,0.0,20.53,25.2,0.0,13.11,7.42,12.09,0,1,0,0,2,4
MannPe00,DEN,QB,37,16,16,450,659,5477,8.31,55,10,32,-31,-0.97,1,0.0,0,0,0.0,0,11,6.0,1,0.0,1.0,412.0,412.0,431.0,422.0,153.0,1,3.44,28.12,41.19,342.31,0.62,2.0,-1.94,0.0,0.0,0.0,0.69,0.06,0.0,25.75,25.75,26.19,-0.57,0.0,0.0,1,0,0,0,2,5
McCoLe01,PHI,RB,25,16,16,0,0,0,0.0,0,0,314,1607,5.12,9,64.0,52,539,10.37,2,1,1.0,11,0.0,0.0,279.0,330.6,337.6,304.6,152.0,2,0.0,0.0,0.0,0.0,0.0,19.62,100.44,3.25,33.69,0.12,0.06,0.69,0.0,17.44,20.66,0.0,13.29,4.12,7.37,0,1,0,0,2,3
FortMa00,CHI,RB,28,16,16,0,0,0,0.0,0,0,289,1339,4.63,9,95.0,74,594,8.03,3,2,2.0,12,1.0,0.0,263.0,337.3,345.3,300.3,137.0,3,0.0,0.0,0.0,0.0,0.0,18.06,83.69,4.62,37.12,0.19,0.12,0.75,0.06,16.44,21.08,0.0,11.49,4.84,9.46,0,1,0,0,2,3
GrahJi00,NOR,TE,27,16,12,0,0,0,0.0,0,0,0,0,0.0,0,142.0,86,1215,14.13,16,0,0.0,16,0.0,0.0,218.0,303.5,306.5,260.5,124.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38,75.94,1.0,0.0,1.0,0.0,13.62,18.97,0.0,0.0,13.59,18.97,0,0,0,1,2,3
LyncMa00,SEA,RB,27,16,16,0,0,0,0.0,0,0,301,1257,4.18,12,44.0,36,316,8.78,2,4,1.0,14,0.0,0.0,239.0,275.3,282.3,257.3,113.0,4,0.0,0.0,0.0,0.0,0.0,18.81,78.56,2.25,19.75,0.12,0.25,0.88,0.0,14.94,17.21,0.0,12.23,2.72,4.97,0,1,0,0,2,3
MoreKn00,DEN,RB,26,16,15,0,0,0,0.0,0,0,241,1038,4.31,10,74.0,60,548,9.13,3,2,0.0,13,0.0,0.0,237.0,296.6,302.6,266.6,110.0,5,0.0,0.0,0.0,0.0,0.0,15.06,64.88,3.75,34.25,0.19,0.12,0.81,0.0,14.81,18.54,0.0,10.24,4.55,8.3,0,1,0,0,2,3
GordJo02,CLE,WR,22,14,14,0,0,0,0.0,0,0,5,88,17.6,0,159.0,87,1646,18.92,9,0,0.0,9,0.0,0.0,227.0,314.4,317.4,270.9,108.0,1,0.0,0.0,0.0,0.0,0.0,0.36,6.29,6.21,117.57,0.64,0.0,0.64,0.0,16.21,22.46,0.0,0.63,15.61,21.83,0,0,1,0,2,3
ThomDe03,DEN,WR,26,16,16,0,0,0,0.0,0,0,0,0,0.0,0,142.0,92,1430,15.54,14,2,0.0,14,0.0,0.0,227.0,319.0,322.0,273.0,107.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,89.38,0.88,0.12,0.88,0.0,14.19,19.94,0.0,0.0,14.19,19.94,0,0,1,0,2,3
JohnCa00,DET,WR,28,14,14,0,0,0,0.0,0,0,0,0,0.0,0,156.0,84,1492,17.76,12,1,1.0,12,0.0,0.0,219.0,303.2,307.2,261.2,99.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,106.57,0.86,0.07,0.86,0.0,15.64,21.66,0.0,-0.14,15.8,21.8,0,0,1,0,2,3
BreeDr00,NOR,QB,34,16,16,446,650,5162,7.94,39,12,35,52,1.49,3,0.0,0,0,0.0,0,7,2.0,3,0.0,0.0,358.0,357.7,374.7,369.7,99.0,2,2.44,27.88,40.62,322.62,0.75,2.19,3.25,0.0,0.0,0.0,0.44,0.19,0.0,22.38,22.36,21.16,1.2,0.0,0.0,1,0,0,0,2,4
GreeA.00,CIN,WR,25,16,16,0,0,0,0.0,0,0,0,0,0.0,0,178.0,98,1426,14.55,11,1,0.0,11,0.0,0.0,209.0,306.6,309.6,257.6,89.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,89.12,0.69,0.06,0.69,0.0,13.06,19.16,0.0,0.0,13.04,19.16,0,0,1,0,2,3
MarsBr00,CHI,WR,29,16,16,0,0,0,0.0,0,0,0,0,0.0,0,164.0,100,1295,12.95,12,0,0.0,12,2.0,0.0,206.0,305.5,308.5,255.5,86.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,80.94,0.75,0.0,0.75,0.12,12.88,19.09,0.0,0.0,12.59,18.84,0,0,1,0,2,3
BrowAn04,PIT,WR,25,16,14,1,1,15,15.0,0,0,7,4,0.57,0,167.0,110,1499,13.63,8,1,0.0,9,0.0,0.0,205.0,314.9,317.9,259.9,85.0,6,0.0,0.06,0.06,0.94,0.0,0.44,0.25,6.88,93.69,0.5,0.06,0.56,0.0,12.81,19.68,0.04,0.02,12.37,19.24,0,0,1,0,2,3
LacyEd00,GNB,RB,23,15,15,0,0,0,0.0,0,0,284,1178,4.15,11,44.0,35,257,7.34,0,1,1.0,11,0.0,0.0,208.0,242.5,249.5,225.0,81.0,6,0.0,0.0,0.0,0.0,0.0,18.93,78.53,2.33,17.13,0.0,0.07,0.73,0.0,13.87,16.17,0.0,12.12,1.71,4.05,0,1,0,0,2,3
BryaDe01,DAL,WR,25,16,16,0,0,0,0.0,0,0,1,1,1.0,0,159.0,93,1233,13.26,13,3,1.0,13,0.0,0.0,199.0,292.4,296.4,245.9,80.0,7,0.0,0.0,0.0,0.0,0.0,0.06,0.06,5.81,77.06,0.81,0.19,0.81,0.0,12.44,18.27,0.0,-0.12,12.58,18.39,0,0,1,0,2,2
MurrDe00,DAL,RB,25,14,14,0,0,0,0.0,0,0,217,1121,5.17,9,66.0,53,350,6.6,1,3,1.0,10,0.0,0.0,205.0,258.1,265.1,231.6,79.0,7,0.0,0.0,0.0,0.0,0.0,15.5,80.07,3.79,25.0,0.07,0.21,0.71,0.0,14.64,18.44,0.0,11.72,2.93,6.71,0,1,0,0,2,3
PeteAd01,MIN,RB,28,14,14,0,0,0,0.0,0,0,279,1266,4.54,10,40.0,29,171,5.9,1,5,3.0,11,0.0,0.0,204.0,232.7,241.7,218.2,77.0,8,0.0,0.0,0.0,0.0,0.0,19.93,90.43,2.07,12.21,0.07,0.36,0.79,0.0,14.57,16.62,0.0,12.9,1.65,3.72,0,1,0,0,2,3
JeffAl00,CHI,WR,23,16,14,0,0,0,0.0,0,0,16,105,6.56,0,148.0,89,1421,15.97,7,3,1.0,7,1.0,0.0,195.0,283.6,290.6,239.1,75.0,8,0.0,0.0,0.0,0.0,0.0,1.0,6.56,5.56,88.81,0.44,0.19,0.44,0.06,12.19,17.73,0.0,0.53,11.51,17.07,0,0,1,0,2,2
DeckEr00,DEN,WR,26,16,16,0,0,0,0.0,0,0,0,0,0.0,0,136.0,87,1288,14.8,11,2,1.0,11,0.0,0.0,193.0,279.8,283.8,236.3,73.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,80.5,0.69,0.12,0.69,0.0,12.06,17.49,0.0,-0.12,12.18,17.61,0,0,1,0,2,2
JohnCh04,TEN,RB,28,16,16,0,0,0,0.0,0,0,279,1077,3.86,6,52.0,42,345,8.21,4,3,2.0,10,0.0,0.0,198.0,240.2,248.2,219.2,72.0,9,0.0,0.0,0.0,0.0,0.0,17.44,67.31,2.62,21.56,0.25,0.19,0.62,0.0,12.38,15.01,0.0,8.73,3.66,6.28,0,1,0,0,2,2
DaviVe00,SFO,TE,29,15,15,0,0,0,0.0,0,0,0,0,0.0,0,84.0,52,850,16.35,13,1,1.0,13,0.0,0.0,161.0,213.0,217.0,187.0,68.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,56.67,0.87,0.07,0.87,0.0,10.73,14.2,0.0,-0.13,10.87,14.33,0,0,0,1,2,2
JackDe00,PHI,WR,27,16,16,0,0,0,0.0,0,0,3,2,0.67,0,126.0,82,1332,16.24,9,1,0.0,9,0.0,0.0,187.0,269.4,272.4,228.4,68.0,10,0.0,0.0,0.0,0.0,0.0,0.19,0.12,5.12,83.25,0.56,0.06,0.56,0.0,11.69,16.84,0.0,0.01,11.7,16.82,0,0,1,0,2,2
JackFr02,BUF,RB,32,16,6,0,0,0,0.0,0,0,206,890,4.32,9,65.0,47,387,8.23,1,3,0.0,10,0.0,0.0,188.0,234.7,240.7,211.2,61.0,10,0.0,0.0,0.0,0.0,0.0,12.88,55.62,2.94,24.19,0.06,0.19,0.62,0.0,11.75,14.67,0.0,8.94,2.79,5.73,0,1,0,0,2,2
