Player,Tm,FantPos,Age,G,GS,Cmp,QBAtt,QBYds,QBY/A,QBTD,Int,RBAtt,RBYds,Y/A,RBTD,Tgt,Rec,WRYds,Y/R,WRTD,Fmb,FL,TOTTD,2PM,2PP,FantPt,PPRPt,DKPt,FDPt,VBD,PosRank,QBTD/G,Cmp/G,QBAtt/G,QBYds/G,Int/G,RBAtt/G,RBYds/G,Rec/G,WRYds/G,WRTD/G,Fmb/G,TOTTD/G,2PM/G,FantPt/G,PPR/G,QBPt/G,RBPt/G,WRPt/G,WRPPRPt/G,QB,RB,WR,TE,3Cat,6Cat
SmitEm00,DAL,RB,23,16,16,0,0,0,0.0,0,0,373,1713,4.59,18,74.0,59,335,5.68,1,4,0.0,19,0.0,0.0,315.0,373.8,381.8,344.3,207.0,1,0.0,0.0,0.0,0.0,0.0,23.31,107.06,3.69,20.94,0.06,0.25,1.19,0.0,19.69,23.36,0.0,17.46,2.47,6.16,0,1,0,0,2,4
ThomTh00,BUF,RB,26,16,16,0,0,0,0.0,0,0,312,1487,4.77,9,87.0,58,626,10.79,3,6,0.0,12,0.0,0.0,277.0,335.3,344.3,306.3,170.0,2,0.0,0.0,0.0,0.0,0.0,19.5,92.94,3.62,39.12,0.19,0.38,0.75,0.0,17.31,20.96,0.0,12.67,5.04,8.66,0,1,0,0,2,3
FostBa00,PIT,RB,24,16,15,0,1,0,0.0,0,0,390,1690,4.33,11,50.0,36,344,9.56,0,9,0.0,11,0.0,0.0,260.0,296.4,306.9,278.4,153.0,3,0.0,0.0,0.06,0.0,0.0,24.38,105.62,2.25,21.5,0.0,0.56,0.69,0.0,16.25,18.52,0.0,14.69,2.15,4.4,0,1,0,0,2,3
SharSt00,GNB,WR,27,16,16,0,0,0,0.0,0,0,4,8,2.0,0,162.0,108,1461,13.53,13,2,0.0,13,0.0,0.0,223.0,330.9,334.9,276.9,132.0,1,0.0,0.0,0.0,0.0,0.0,0.25,0.5,6.75,91.31,0.81,0.12,0.81,0.0,13.94,20.68,0.0,0.05,14.01,20.76,0,0,1,0,2,3
YounSt00,SFO,QB,31,16,16,268,402,3465,8.62,25,7,76,537,7.07,4,0.0,0,0,0.0,0,9,0.0,4,0.0,0.0,293.0,293.3,310.8,300.3,131.0,1,1.56,16.75,25.12,216.56,0.44,4.75,33.56,0.0,0.0,0.0,0.56,0.25,0.0,18.31,18.33,14.04,4.86,0.0,0.0,1,0,0,0,2,3
WhitLo00,HOU,RB,26,16,16,0,0,0,0.0,0,0,265,1226,4.63,7,77.0,57,641,11.25,1,2,0.0,8,0.0,0.0,233.0,289.7,296.7,261.2,125.0,5,0.0,0.0,0.0,0.0,0.0,16.56,76.62,3.56,40.06,0.06,0.12,0.5,0.0,14.56,18.11,0.0,10.29,4.38,7.94,0,1,0,0,2,3
HampRo00,NYG,RB,23,16,16,0,0,0,0.0,0,0,257,1141,4.44,14,38.0,28,215,7.68,0,1,0.0,14,0.0,0.0,219.0,246.6,253.1,232.6,111.0,6,0.0,0.0,0.0,0.0,0.0,16.06,71.31,1.75,13.44,0.0,0.06,0.88,0.0,13.69,15.41,0.0,12.38,1.34,3.09,0,1,0,0,2,3
SandBa00,DET,RB,24,16,16,0,1,0,0.0,0,0,312,1352,4.33,9,40.0,29,225,7.76,1,6,4.0,10,0.0,0.0,212.0,240.7,249.7,226.2,104.0,7,0.0,0.0,0.06,0.0,0.0,19.5,84.5,1.81,14.06,0.06,0.38,0.62,0.0,13.25,15.04,0.0,11.32,1.78,3.59,0,1,0,0,2,3
RiceJe00,SFO,WR,30,16,16,0,0,0,0.0,0,0,9,58,6.44,1,139.0,84,1201,14.3,10,2,0.0,11,0.0,0.0,190.0,273.9,277.9,231.9,99.0,2,0.0,0.0,0.0,0.0,0.0,0.56,3.62,5.25,75.06,0.62,0.12,0.69,0.0,11.88,17.12,0.0,0.74,11.26,16.51,0,0,1,0,2,2
WattRi00,SFO,RB,23,14,13,0,1,0,0.0,0,0,206,1013,4.92,9,52.0,43,405,9.42,2,2,0.0,11,0.0,0.0,206.0,248.8,255.8,227.3,98.0,8,0.0,0.0,0.07,0.0,0.0,14.71,72.36,3.07,28.93,0.14,0.14,0.79,0.0,14.71,17.77,0.0,11.09,3.75,6.82,0,1,0,0,2,3
