Player,Tm,FantPos,Age,G,GS,Cmp,QBAtt,QBYds,QBY/A,QBTD,Int,RBAtt,RBYds,Y/A,RBTD,Tgt,Rec,WRYds,Y/R,WRTD,Fmb,FL,TOTTD,2PM,2PP,FantPt,PPRPt,DKPt,FDPt,VBD,PosRank,QBTD/G,Cmp/G,QBAtt/G,QBYds/G,Int/G,RBAtt/G,RBYds/G,Rec/G,WRYds/G,WRTD/G,Fmb/G,TOTTD/G,2PM/G,FantPt/G,PPR/G,QBPt/G,RBPt/G,WRPt/G,WRPPRPt/G,QB,RB,WR,TE,3Cat,6Cat
HolmPr00,KAN,RB,29,14,14,0,1,0,0.0,0,0,313,1615,5.16,21,81.0,70,672,9.6,3,1,1.0,24,0.0,0.0,371.0,440.7,447.7,405.7,220.0,1,0.0,0.0,0.07,0.0,0.0,22.36,115.36,5.0,48.0,0.21,0.07,1.71,0.0,26.5,31.48,0.0,20.39,6.09,11.09,0,1,0,0,2,4
WillRi00,MIA,RB,25,16,16,0,0,0,0.0,0,0,383,1853,4.84,16,59.0,47,363,7.72,1,7,4.0,17,0.0,0.0,316.0,362.6,372.6,339.1,165.0,2,0.0,0.0,0.0,0.0,0.0,23.94,115.81,2.94,22.69,0.06,0.44,1.06,0.0,19.75,22.66,0.0,17.08,2.64,5.58,0,1,0,0,2,4
TomlLa00,SDG,RB,23,16,16,0,0,0,0.0,0,0,372,1683,4.52,14,101.0,79,489,6.19,1,3,1.0,15,0.0,0.0,305.0,384.2,391.2,344.7,155.0,3,0.0,0.0,0.0,0.0,0.0,23.25,105.19,4.94,30.56,0.06,0.19,0.94,0.0,19.06,24.01,0.0,15.64,3.43,8.37,0,1,0,0,2,4
PortCl00,DEN,RB,21,16,12,0,0,0,0.0,0,0,273,1508,5.52,15,49.0,33,364,11.03,2,5,3.0,17,0.0,0.0,283.0,316.2,325.2,299.7,133.0,4,0.0,0.0,0.0,0.0,0.0,17.06,94.25,2.06,22.75,0.12,0.31,1.06,0.0,17.69,19.76,0.0,14.68,3.02,5.09,0,1,0,0,2,3
HarrMa00,IND,WR,30,16,16,0,0,0,0.0,0,0,2,10,5.0,0,205.0,143,1722,12.04,11,0,0.0,11,1.0,0.0,241.0,384.2,387.2,312.7,122.0,1,0.0,0.0,0.0,0.0,0.0,0.12,0.62,8.94,107.62,0.69,0.0,0.69,0.06,15.06,24.01,0.0,0.06,14.89,23.82,0,0,1,0,2,3
AlexSh00,SEA,RB,25,16,16,0,0,0,0.0,0,0,295,1175,3.98,16,78.0,59,460,7.8,2,3,1.0,18,0.0,0.0,270.0,328.5,335.5,299.0,119.0,5,0.0,0.0,0.0,0.0,0.0,18.44,73.44,3.69,28.75,0.12,0.19,1.12,0.0,16.88,20.53,0.0,13.22,3.62,7.31,0,1,0,0,2,3
McAlDe00,NOR,RB,24,15,15,0,0,0,0.0,0,0,325,1388,4.27,13,74.0,47,352,7.49,3,4,3.0,16,0.0,0.0,264.0,311.0,320.0,287.5,114.0,6,0.0,0.0,0.0,0.0,0.0,21.67,92.53,3.13,23.47,0.2,0.27,1.07,0.0,17.6,20.73,0.0,14.05,3.55,6.68,0,1,0,0,2,3
WardHi00,PIT,WR,26,16,16,0,0,0,0.0,0,0,12,142,11.83,0,160.0,112,1329,11.87,12,1,1.0,12,3.0,1.0,225.0,337.1,344.1,281.1,106.0,2,0.0,0.0,0.0,0.0,0.0,0.75,8.88,7.0,83.06,0.75,0.06,0.75,0.19,14.06,21.07,0.0,0.76,12.81,19.81,0,0,1,0,2,3
GarnCh00,OAK,RB,30,16,15,0,0,0,0.0,0,0,182,962,5.29,7,111.0,91,941,10.34,4,0,0.0,11,0.0,0.0,256.0,347.3,353.3,301.8,106.0,7,0.0,0.0,0.0,0.0,0.0,11.38,60.12,5.69,58.81,0.25,0.0,0.69,0.0,16.0,21.71,0.0,8.64,7.38,13.07,0,1,0,0,2,3
OwenTe00,SFO,WR,29,14,14,0,0,0,0.0,0,0,7,79,11.29,1,159.0,100,1300,13.0,13,0,0.0,14,0.0,0.0,222.0,321.9,324.9,271.9,103.0,3,0.0,0.0,0.0,0.0,0.0,0.5,5.64,7.14,92.86,0.93,0.0,1.0,0.0,15.86,22.99,0.0,0.99,14.86,22.0,0,0,1,0,2,3
