Player,Tm,FantPos,Age,G,GS,Cmp,QBAtt,QBYds,QBY/A,QBTD,Int,RBAtt,RBYds,Y/A,RBTD,Tgt,Rec,WRYds,Y/R,WRTD,Fmb,FL,TOTTD,2PM,2PP,FantPt,PPRPt,DKPt,FDPt,VBD,PosRank,QBTD/G,Cmp/G,QBAtt/G,QBYds/G,Int/G,RBAtt/G,RBYds/G,Rec/G,WRYds/G,WRTD/G,Fmb/G,TOTTD/G,2PM/G,FantPt/G,PPR/G,QBPt/G,RBPt/G,WRPt/G,WRPPRPt/G,QB,RB,WR,TE,3Cat,6Cat
SmitEm00,DAL,RB,25,15,15,0,0,0,0.0,0,0,368,1484,4.03,21,61.0,50,341,6.82,1,1,0.0,22,0.0,0.0,315.0,364.5,370.5,339.5,187.0,1,0.0,0.0,0.0,0.0,0.0,24.53,98.93,3.33,22.73,0.07,0.07,1.47,0.0,21.0,24.3,0.0,18.29,2.67,6.01,0,1,0,0,2,4
YounSt00,SFO,QB,33,16,16,324,461,3969,8.61,35,10,58,293,5.05,7,0.0,0,0,0.0,0,4,3.0,7,0.0,2.0,348.0,348.1,367.1,358.1,172.0,1,2.19,20.25,28.81,248.06,0.62,3.62,18.31,0.0,0.0,0.0,0.25,0.44,0.0,21.75,21.76,17.42,4.08,0.0,0.0,1,0,0,0,2,4
RiceJe00,SFO,WR,32,16,16,0,0,0,0.0,0,0,7,93,13.29,2,151.0,112,1499,13.38,13,1,1.0,15,1.0,0.0,249.0,361.2,365.2,305.2,139.0,1,0.0,0.0,0.0,0.0,0.0,0.44,5.81,7.0,93.69,0.81,0.06,0.94,0.06,15.56,22.58,0.0,1.21,14.24,21.24,0,0,1,0,2,3
SandBa00,DET,RB,26,16,16,0,0,0,0.0,0,0,331,1883,5.69,7,65.0,44,283,6.43,1,0,0.0,8,0.0,0.0,265.0,308.6,314.6,286.6,137.0,2,0.0,0.0,0.0,0.0,0.0,20.69,117.69,2.75,17.69,0.06,0.0,0.5,0.0,16.56,19.29,0.0,14.39,2.14,4.89,0,1,0,0,2,3
WarrCh00,SEA,RB,26,16,15,0,0,0,0.0,0,0,333,1545,4.64,9,61.0,41,323,7.88,2,5,4.0,11,1.0,0.0,247.0,287.8,297.8,267.3,119.0,3,0.0,0.0,0.0,0.0,0.0,20.81,96.56,2.56,20.19,0.12,0.31,0.69,0.06,15.44,17.99,0.0,12.53,2.77,5.33,0,1,0,0,2,3
FaulMa00,IND,RB,21,16,16,0,0,0,0.0,0,0,314,1282,4.08,11,74.0,52,522,10.04,1,5,5.0,12,0.0,0.0,242.0,294.4,305.4,268.4,115.0,4,0.0,0.0,0.0,0.0,0.0,19.62,80.12,3.25,32.62,0.06,0.31,0.75,0.0,15.12,18.4,0.0,11.51,3.64,6.89,0,1,0,0,2,3
SharSt00,GNB,WR,29,16,16,0,0,0,0.0,0,0,3,15,5.0,0,159.0,94,1119,11.9,18,1,0.0,18,0.0,0.0,221.0,315.4,318.4,268.4,111.0,2,0.0,0.0,0.0,0.0,0.0,0.19,0.94,5.88,69.94,1.12,0.06,1.12,0.0,13.81,19.71,0.0,0.09,13.74,19.62,0,0,1,0,2,3
FavrBr00,GNB,QB,25,16,16,363,582,3882,6.67,33,14,42,202,4.81,2,0.0,0,0,0.0,0,7,5.0,2,0.0,1.0,283.0,283.5,308.5,297.5,107.0,2,2.06,22.69,36.38,242.62,0.88,2.62,12.62,0.0,0.0,0.0,0.44,0.12,0.0,17.69,17.72,16.2,1.39,0.0,0.0,1,0,0,0,2,3
CoatBe00,NWE,TE,25,16,16,0,0,0,0.0,0,0,1,0,0.0,0,148.0,96,1174,12.23,7,2,1.0,7,0.0,0.0,157.0,253.4,257.4,205.4,102.0,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,6.0,73.38,0.44,0.12,0.44,0.0,9.81,15.84,0.0,-0.12,9.96,15.96,0,0,0,1,2,2
MeanNa00,SDG,RB,22,16,16,0,1,0,0.0,0,0,343,1350,3.94,12,43.0,39,235,6.03,0,5,4.0,12,0.0,0.0,223.0,261.5,271.5,242.0,95.0,5,0.0,0.0,0.06,0.0,0.0,21.44,84.38,2.44,14.69,0.0,0.31,0.75,0.0,13.94,16.34,0.0,12.44,1.47,3.91,0,1,0,0,2,3
MathTe00,ATL,WR,27,16,16,0,0,0,0.0,0,0,0,0,0.0,0,151.0,111,1342,12.09,11,0,0.0,11,2.0,0.0,204.0,315.2,318.2,259.7,94.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,83.88,0.69,0.0,0.69,0.12,12.75,19.7,0.0,0.0,12.51,19.45,0,0,1,0,2,3
WattRi00,SFO,RB,25,16,16,0,0,0,0.0,0,0,239,877,3.67,6,88.0,66,719,10.89,5,8,3.0,11,0.0,0.0,220.0,285.6,294.6,252.6,92.0,6,0.0,0.0,0.0,0.0,0.0,14.94,54.81,4.12,44.94,0.31,0.5,0.69,0.0,13.75,17.85,0.0,7.36,6.37,10.49,0,1,0,0,2,3
