Player,Tm,FantPos,Age,G,GS,Cmp,QBAtt,QBYds,QBY/A,QBTD,Int,RBAtt,RBYds,Y/A,RBTD,Tgt,Rec,WRYds,Y/R,WRTD,Fmb,FL,TOTTD,2PM,2PP,FantPt,PPRPt,DKPt,FDPt,VBD,PosRank,QBTD/G,Cmp/G,QBAtt/G,QBYds/G,Int/G,RBAtt/G,RBYds/G,Rec/G,WRYds/G,WRTD/G,Fmb/G,TOTTD/G,2PM/G,FantPt/G,PPR/G,QBPt/G,RBPt/G,WRPt/G,WRPPRPt/G,QB,RB,WR,TE,3Cat,6Cat
WillDe02,CAR,RB,25,16,16,0,0,0,0.0,0,0,273,1515,5.55,18,30.0,22,121,5.5,2,0,0.0,20,1.0,0.0,286.0,307.6,313.6,296.6,139.0,1,0.0,0.0,0.0,0.0,0.0,17.06,94.69,1.38,7.56,0.12,0.0,1.25,0.06,17.88,19.23,0.0,16.22,1.51,2.88,0,1,0,0,2,3
TurnMi00,ATL,RB,26,16,16,0,0,0,0.0,0,0,376,1699,4.52,17,9.0,6,41,6.83,0,3,2.0,17,0.0,0.0,272.0,278.0,283.0,275.0,126.0,2,0.0,0.0,0.0,0.0,0.0,23.5,106.19,0.38,2.56,0.0,0.19,1.06,0.0,17.0,17.38,0.0,16.74,0.26,0.63,0,1,0,0,2,3
BreeDr00,NOR,QB,29,16,16,413,635,5069,7.98,34,17,22,-1,-0.05,0,0.0,0,0,0.0,0,6,1.0,0,0.0,0.0,303.0,302.7,323.7,319.7,99.0,1,2.12,25.81,39.69,316.81,1.06,1.38,-0.06,0.0,0.0,0.0,0.38,0.0,0.0,18.94,18.92,19.05,-0.13,0.0,0.0,1,0,0,0,2,4
FitzLa00,ARI,WR,25,16,16,0,0,0,0.0,0,0,0,0,0.0,0,154.0,96,1431,14.91,12,1,0.0,12,0.0,0.0,215.0,311.1,314.1,263.1,99.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,89.44,0.75,0.06,0.75,0.0,13.44,19.44,0.0,0.0,13.44,19.44,0,0,1,0,2,3
FortMa00,CHI,RB,23,16,16,0,0,0,0.0,0,0,316,1238,3.92,8,76.0,63,477,7.57,4,1,1.0,12,0.0,0.0,242.0,304.5,311.5,273.0,95.0,3,0.0,0.0,0.0,0.0,0.0,19.75,77.38,3.94,29.81,0.25,0.06,0.75,0.0,15.12,19.03,0.0,10.61,4.48,8.42,0,1,0,0,2,3
PeteAd01,MIN,RB,23,16,15,0,0,0,0.0,0,0,363,1760,4.85,10,39.0,21,125,5.95,0,9,4.0,10,0.0,0.0,241.0,261.5,271.5,251.0,94.0,4,0.0,0.0,0.0,0.0,0.0,22.69,110.0,1.31,7.81,0.0,0.56,0.62,0.0,15.06,16.34,0.0,14.25,0.78,2.09,0,1,0,0,2,3
JoneTh00,NYJ,RB,30,16,14,0,0,0,0.0,0,0,290,1312,4.52,13,42.0,36,207,5.75,2,2,1.0,15,0.0,0.0,240.0,275.9,282.9,257.9,94.0,5,0.0,0.0,0.0,0.0,0.0,18.12,82.0,2.25,12.94,0.12,0.12,0.94,0.0,15.0,17.24,0.0,12.95,2.04,4.29,0,1,0,0,2,3
JohnAn02,HOU,WR,27,16,16,0,0,0,0.0,0,0,0,0,0.0,0,171.0,115,1575,13.7,8,1,1.0,8,1.0,0.0,206.0,320.5,324.5,263.0,89.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,98.44,0.5,0.06,0.5,0.06,12.88,20.03,0.0,-0.12,12.84,20.03,0,0,1,0,2,3
JohnCa00,DET,WR,23,16,16,0,0,0,0.0,0,0,3,-1,-0.33,0,150.0,78,1331,17.06,12,3,2.0,12,1.0,0.0,203.0,281.0,286.0,242.0,86.0,3,0.0,0.0,0.0,0.0,0.0,0.19,-0.06,4.88,83.19,0.75,0.19,0.75,0.06,12.69,17.56,0.0,-0.26,12.82,17.69,0,0,1,0,2,3
GonzTo00,KAN,TE,32,16,16,0,0,0,0.0,0,0,0,0,0.0,0,155.0,96,1058,11.02,10,0,0.0,10,0.0,0.0,166.0,261.8,264.8,213.8,85.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.12,0.62,0.0,0.62,0.0,10.38,16.36,0.0,0.0,10.36,16.36,0,0,0,1,2,2
RodgAa00,GNB,QB,25,16,16,341,536,4038,7.53,28,13,56,207,3.7,4,0.0,0,0,0.0,0,10,4.0,4,0.0,2.0,288.0,288.2,311.2,301.2,84.0,2,1.75,21.31,33.5,252.38,0.81,3.5,12.94,0.0,0.0,0.0,0.62,0.25,0.0,18.0,18.01,15.47,2.29,0.0,0.0,1,0,0,0,2,3
