Player,Tm,FantPos,Age,G,GS,Cmp,QBAtt,QBYds,QBY/A,QBTD,Int,RBAtt,RBYds,Y/A,RBTD,Tgt,Rec,WRYds,Y/R,WRTD,Fmb,FL,TOTTD,2PM,2PP,FantPt,PPRPt,DKPt,FDPt,VBD,PosRank,QBTD/G,Cmp/G,QBAtt/G,QBYds/G,Int/G,RBAtt/G,RBYds/G,Rec/G,WRYds/G,WRTD/G,Fmb/G,TOTTD/G,2PM/G,FantPt/G,PPR/G,QBPt/G,RBPt/G,WRPt/G,WRPPRPt/G,QB,RB,WR,TE,3Cat,6Cat
RodgAa00,GNB,QB,28,15,15,343.0,502.0,4643.0,9.25,45.0,6.0,60.0,257.0,4.28,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3,0.0,0.0,397.0,397.4,409.4,403.4,175.0,1,3.0,22.87,33.47,309.53,0.4,4.0,17.13,0.0,0.0,0.0,0.33,0.2,0.0,26.47,26.49,23.58,2.91,0.0,0.0,1,0,0,0,2,4
BreeDr00,NOR,QB,32,16,16,468.0,657.0,5476.0,8.33,46.0,14.0,21.0,86.0,4.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,3.0,394.0,393.6,411.6,407.6,171.0,2,2.88,29.25,41.06,342.25,0.88,1.31,5.38,0.0,0.0,0.0,0.06,0.06,0.0,24.62,24.6,23.44,0.79,0.0,0.0,1,0,0,0,2,4
RiceRa00,BAL,RB,24,16,16,1.0,1.0,1.0,1.0,1.0,0.0,291.0,1364.0,4.69,12.0,104.0,76.0,704.0,9.26,3.0,2.0,2.0,15,0.0,0.0,297.0,372.8,380.8,334.8,149.0,1,0.06,0.06,0.06,0.06,0.0,18.19,85.25,4.75,44.0,0.19,0.12,0.94,0.0,18.56,23.3,0.25,12.78,5.52,10.28,0,1,0,0,2,3
JohnCa00,DET,WR,26,16,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0,158.0,96.0,1681.0,17.51,16.0,1.0,1.0,16,0.0,0.0,263.0,359.2,363.2,311.2,148.0,1,0.0,0.0,0.0,0.0,0.0,0.06,0.69,6.0,105.06,1.0,0.06,1.0,0.0,16.44,22.45,0.0,-0.06,16.51,22.51,0,0,1,0,2,3
NewtCa00,CAR,QB,22,16,16,310.0,517.0,4051.0,7.84,21.0,17.0,126.0,706.0,5.6,14.0,1.0,1.0,27.0,27.0,0.0,5.0,2.0,14,0.0,2.0,369.0,370.3,395.3,386.8,147.0,3,1.31,19.38,32.31,253.19,1.06,7.88,44.12,0.06,1.69,0.0,0.31,0.88,0.0,23.06,23.14,13.25,9.41,0.17,0.23,1,0,0,0,2,4
GronRo00,NWE,TE,22,16,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,124.0,90.0,1327.0,14.74,17.0,0.0,0.0,18,0.0,0.0,241.0,330.9,333.9,285.9,145.0,1,0.0,0.0,0.0,0.0,0.0,0.06,0.12,5.62,82.94,1.06,0.0,1.12,0.0,15.06,20.68,0.0,0.39,14.67,20.29,0,0,0,1,2,3
BradTo00,NWE,QB,34,16,16,401.0,611.0,5235.0,8.57,39.0,12.0,43.0,109.0,2.53,3.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3,0.0,0.0,366.0,366.3,386.3,378.3,144.0,4,2.44,25.06,38.19,327.19,0.75,2.69,6.81,0.0,0.0,0.0,0.38,0.19,0.0,22.88,22.89,21.34,1.56,0.0,0.0,1,0,0,0,2,4
McCoLe01,PHI,RB,23,15,15,0.0,0.0,0.0,0.0,0.0,0.0,273.0,1309.0,4.79,17.0,69.0,48.0,315.0,6.56,3.0,1.0,1.0,20,0.0,0.0,280.0,328.4,335.4,304.4,133.0,2,0.0,0.0,0.0,0.0,0.0,18.2,87.27,3.2,21.0,0.2,0.07,1.33,0.0,18.67,21.89,0.0,15.39,3.3,6.5,0,1,0,0,2,3
StafMa00,DET,QB,23,16,16,421.0,663.0,5038.0,7.6,41.0,16.0,22.0,78.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0,0.0,2.0,343.0,343.3,363.3,359.3,121.0,5,2.56,26.31,41.44,314.88,1.0,1.38,4.88,0.0,0.0,0.0,0.31,0.0,0.0,21.44,21.46,20.84,0.36,0.0,0.0,1,0,0,0,2,4
DrewMa00,JAX,RB,26,16,16,0.0,0.0,0.0,0.0,0.0,0.0,343.0,1606.0,4.68,8.0,64.0,43.0,374.0,8.7,3.0,6.0,1.0,11,0.0,0.0,262.0,305.0,312.0,283.5,115.0,3,0.0,0.0,0.0,0.0,0.0,21.44,100.38,2.69,23.38,0.19,0.38,0.69,0.0,16.38,19.06,0.0,12.91,3.46,6.15,0,1,0,0,2,3
FostAr00,HOU,RB,25,13,13,0.0,0.0,0.0,0.0,0.0,0.0,278.0,1224.0,4.4,10.0,72.0,53.0,617.0,11.64,2.0,6.0,2.0,12,0.0,0.0,252.0,305.1,313.1,278.6,105.0,4,0.0,0.0,0.0,0.0,0.0,21.38,94.15,4.08,47.46,0.15,0.46,0.92,0.0,19.38,23.47,0.0,13.72,5.67,9.75,0,1,0,0,2,3
NelsJo00,GNB,WR,26,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,68.0,1263.0,18.57,15.0,0.0,0.0,15,0.0,0.0,216.0,284.3,287.3,250.3,101.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,78.94,0.94,0.0,0.94,0.0,13.5,17.77,0.0,0.0,13.52,17.77,0,0,1,0,2,3
