Player,Tm,FantPos,Age,G,GS,Cmp,QBAtt,QBYds,QBY/A,QBTD,Int,RBAtt,RBYds,Y/A,RBTD,Tgt,Rec,WRYds,Y/R,WRTD,Fmb,FL,TOTTD,2PM,2PP,FantPt,PPRPt,DKPt,FDPt,VBD,PosRank,QBTD/G,Cmp/G,QBAtt/G,QBYds/G,Int/G,RBAtt/G,RBYds/G,Rec/G,WRYds/G,WRTD/G,Fmb/G,TOTTD/G,2PM/G,FantPt/G,PPR/G,QBPt/G,RBPt/G,WRPt/G,WRPPRPt/G,QB,RB,WR,TE,3Cat,6Cat
FostAr00,HOU,RB,24,16,13,0.0,0.0,0.0,0.0,0.0,0.0,327.0,1616.0,4.94,16.0,84.0,66.0,604.0,9.15,2.0,3.0,2.0,18,0.0,0.0,326.0,392.0,400.0,359.0,190.0,1,0.0,0.0,0.0,0.0,0.0,20.44,101.0,4.12,37.75,0.12,0.19,1.12,0.0,20.38,24.5,0.0,15.85,4.53,8.65,0,1,0,0,2,4
PeteAd01,MIN,RB,25,15,15,0.0,0.0,0.0,0.0,0.0,0.0,283.0,1298.0,4.59,12.0,50.0,36.0,341.0,9.47,1.0,1.0,1.0,13,0.0,0.0,240.0,275.9,282.9,257.9,104.0,2,0.0,0.0,0.0,0.0,0.0,18.87,86.53,2.4,22.73,0.07,0.07,0.87,0.0,16.0,18.39,0.0,13.32,2.67,5.07,0,1,0,0,2,3
CharJa00,KAN,RB,24,16,6,0.0,0.0,0.0,0.0,0.0,0.0,230.0,1467.0,6.38,5.0,64.0,45.0,468.0,10.4,3.0,3.0,2.0,8,0.0,0.0,238.0,282.5,290.5,260.0,102.0,3,0.0,0.0,0.0,0.0,0.0,14.38,91.69,2.81,29.25,0.19,0.19,0.5,0.0,14.88,17.66,0.0,10.79,4.05,6.86,0,1,0,0,2,3
HillPe00,CLE,RB,24,16,14,1.0,2.0,13.0,6.5,0.0,0.0,270.0,1177.0,4.36,11.0,77.0,61.0,477.0,7.82,2.0,8.0,5.0,13,0.0,0.0,234.0,294.9,305.9,264.4,98.0,4,0.0,0.06,0.12,0.81,0.0,16.88,73.56,3.81,29.81,0.12,0.5,0.81,0.0,14.62,18.43,0.03,10.86,3.73,7.54,0,1,0,0,2,3
JohnCh04,TEN,RB,25,16,16,0.0,0.0,0.0,0.0,0.0,0.0,316.0,1364.0,4.32,11.0,57.0,44.0,245.0,5.57,1.0,3.0,2.0,12,0.0,0.0,229.0,272.9,280.9,250.9,93.0,5,0.0,0.0,0.0,0.0,0.0,19.75,85.25,2.75,15.31,0.06,0.19,0.75,0.0,14.31,17.06,0.0,12.4,1.91,4.66,0,1,0,0,2,3
LloyBr00,DEN,WR,29,16,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-18.0,-18.0,0.0,153.0,77.0,1448.0,18.81,11.0,0.0,0.0,11,0.0,0.0,209.0,286.0,289.0,247.5,91.0,1,0.0,0.0,0.0,0.0,0.0,0.06,-1.12,4.81,90.5,0.69,0.0,0.69,0.0,13.06,17.88,0.0,-0.11,13.18,17.99,0,0,1,0,2,3
BoweDw00,KAN,WR,26,16,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,133.0,72.0,1162.0,16.14,15.0,1.0,0.0,15,0.0,0.0,207.0,278.6,281.6,242.6,89.0,2,0.0,0.0,0.0,0.0,0.0,0.06,0.25,4.5,72.62,0.94,0.06,0.94,0.0,12.94,17.41,0.0,0.02,12.89,17.39,0,0,1,0,2,3
McFaDa00,OAK,RB,23,13,13,0.0,1.0,0.0,0.0,0.0,0.0,223.0,1157.0,5.19,7.0,61.0,47.0,507.0,10.79,3.0,4.0,3.0,10,0.0,0.0,220.0,267.4,276.4,243.9,85.0,6,0.0,0.0,0.08,0.0,0.0,17.15,89.0,3.62,39.0,0.23,0.31,0.77,0.0,16.92,20.57,0.0,11.67,5.28,8.9,0,1,0,0,2,3
WhitRo00,ATL,WR,29,16,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,179.0,115.0,1389.0,12.08,10.0,1.0,1.0,10,2.0,0.0,201.0,316.2,320.2,258.7,83.0,3,0.0,0.0,0.0,0.0,0.0,0.06,0.19,7.19,86.81,0.62,0.06,0.62,0.12,12.56,19.76,0.0,-0.11,12.43,19.62,0,0,1,0,2,3
McCoLe01,PHI,RB,22,15,13,0.0,0.0,0.0,0.0,0.0,0.0,207.0,1080.0,5.22,7.0,91.0,78.0,592.0,7.59,2.0,2.0,1.0,9,0.0,0.0,219.0,297.2,304.2,258.2,83.0,7,0.0,0.0,0.0,0.0,0.0,13.8,72.0,5.2,39.47,0.13,0.13,0.6,0.0,14.6,19.81,0.0,9.87,4.75,9.95,0,1,0,0,2,3
